"Województwo";"Powiat";"Wybierany organ";"Numer okręgu";"Liczba mandatów";"Liczba list";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Powiatu";"Liczba wysłanych pakietów wyborczych"
"kujawsko-pomorskie";"aleksandrowski";"Rada Powiatu Aleksandrowskiego";1;4;4;24;11102;9314;"Aleksandrów Kujawski";"Miasto Aleksandrów Kujawski";"040100";1
"kujawsko-pomorskie";"aleksandrowski";"Rada Powiatu Aleksandrowskiego";2;3;4;20;9542;8077;"Aleksandrów Kujawski";"Miasto Ciechocinek";"040100";4
"kujawsko-pomorskie";"aleksandrowski";"Rada Powiatu Aleksandrowskiego";3;3;4;20;9263;7594;"Aleksandrów Kujawski";"Miasto Nieszawa, Gmina Raciążek, Gmina Waganiec";"040100";1
"kujawsko-pomorskie";"aleksandrowski";"Rada Powiatu Aleksandrowskiego";4;4;4;24;11732;9268;"Aleksandrów Kujawski";"Gmina Aleksandrów Kujawski";"040100";0
"kujawsko-pomorskie";"aleksandrowski";"Rada Powiatu Aleksandrowskiego";5;3;4;20;10542;8535;"Aleksandrów Kujawski";"Gmina Bądkowo, Gmina Koneck, Gmina Zakrzewo";"040100";0
"kujawsko-pomorskie";"brodnicki";"Rada Powiatu w Brodnicy";1;6;6;48;25473;20742;"Brodnica";"Brodnica miasto";"040200";1
"kujawsko-pomorskie";"brodnicki";"Rada Powiatu w Brodnicy";2;4;6;34;14695;11675;"Brodnica";"Jabłonowo Pomorskie, Bobrowo";"040200";15
"kujawsko-pomorskie";"brodnicki";"Rada Powiatu w Brodnicy";3;6;6;48;22896;17681;"Brodnica";"Brodnica gmina, Osiek, Świedziebnia, Zbiczno";"040200";2
"kujawsko-pomorskie";"brodnicki";"Rada Powiatu w Brodnicy";4;3;6;28;12180;9426;"Brodnica";"Górzno, Brzozie, Bartniczka";"040200";3
"kujawsko-pomorskie";"bydgoski";"Rada Powiatu Bydgoskiego";1;4;5;30;22515;18059;"Bydgoszcz";"gmina Koronowo";"040300";5
"kujawsko-pomorskie";"bydgoski";"Rada Powiatu Bydgoskiego";2;3;5;25;14933;12071;"Bydgoszcz";"gmina Solec Kujawski";"040300";2
"kujawsko-pomorskie";"bydgoski";"Rada Powiatu Bydgoskiego";3;7;5;42;34085;26250;"Bydgoszcz";"gminy: Białe Błota, Nowa Wieś Wielka";"040300";2
"kujawsko-pomorskie";"bydgoski";"Rada Powiatu Bydgoskiego";4;5;5;35;27294;20755;"Bydgoszcz";"gminy: Osielsko, Sicienko";"040300";1
"kujawsko-pomorskie";"bydgoski";"Rada Powiatu Bydgoskiego";5;4;5;30;20651;16191;"Bydgoszcz";"gminy: Dąbrowa Chełmińska, Dobrcz";"040300";1
"kujawsko-pomorskie";"chełmiński";"Rada Powiatu Chełmińskiego";1;6;6;45;16135;13562;"Chełmno";"Chełmno miasto";"040400";3
"kujawsko-pomorskie";"chełmiński";"Rada Powiatu Chełmińskiego";2;4;6;30;11199;8725;"Chełmno";"Chełmno gmina, Stolno";"040400";0
"kujawsko-pomorskie";"chełmiński";"Rada Powiatu Chełmińskiego";3;4;5;27;10906;8658;"Chełmno";"Unisław, Kijewo Królewskie";"040400";0
"kujawsko-pomorskie";"chełmiński";"Rada Powiatu Chełmińskiego";4;3;6;28;8889;7043;"Chełmno";"Lisewo, Papowo Biskupie";"040400";2
"kujawsko-pomorskie";"golubsko-dobrzyński";"Rada Powiatu Golubsko-Dobrzyńskiego";1;4;8;48;10901;9013;"Golub-Dobrzyń";"Golub-Dobrzyń miasto";"040500";5
"kujawsko-pomorskie";"golubsko-dobrzyński";"Rada Powiatu Golubsko-Dobrzyńskiego";2;4;8;48;8913;6988;"Golub-Dobrzyń";"Golub-Dobrzyń gmina";"040500";0
"kujawsko-pomorskie";"golubsko-dobrzyński";"Rada Powiatu Golubsko-Dobrzyńskiego";3;6;8;61;14948;11955;"Golub-Dobrzyń";"Kowalewo Pomorskie, Ciechocin";"040500";3
"kujawsko-pomorskie";"golubsko-dobrzyński";"Rada Powiatu Golubsko-Dobrzyńskiego";4;3;8;39;8170;6493;"Golub-Dobrzyń";"Radomin, Zbójno";"040500";9
"kujawsko-pomorskie";"grudziądzki";"Rada Powiatu Grudziądzkiego";1;5;6;34;13204;10225;"Grudziądz";"Grudziądz gmina";"040600";0
"kujawsko-pomorskie";"grudziądzki";"Rada Powiatu Grudziądzkiego";2;3;5;22;7213;5754;"Grudziądz";"Łasin";"040600";0
"kujawsko-pomorskie";"grudziądzki";"Rada Powiatu Grudziądzkiego";3;3;5;24;8346;6639;"Grudziądz";"Radzyń Chełmiński, Świecie nad Osą";"040600";0
"kujawsko-pomorskie";"grudziądzki";"Rada Powiatu Grudziądzkiego";4;4;6;34;10221;8043;"Grudziądz";"Gruta, Rogóźno";"040600";9
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";1;3;5;25;15016;12309;"Inowrocław";"miasto Inowrocław, część-Osiedle Stare Miasto obejmujące ulice: al. Okrężna od nr. 1 do 35 (nieparzyste) oraz od nr. 2 do 62 (parzyste), Andrzeja Brończyka, Andrzeja od nr. 2 do końca (parzyste), Andrzeja Rakoczego, Bartka Nowaka, Biskupa Antoniego Laubitza, Błonie, Bursztynowa, Cmentarna, Dedala, Długa od nr. 1 do końca (nieparzyste) oraz od nr. 2 do 14 (parzyste), Dojazdowa, Droga do Lotniska, Dubienka, Dworcowa od nr. 1 do 5 (nieparzyste), od nr. 2 do końca (parzyste) oraz od nr. 43 do końca (nieparzyste), Działowa, Edmunda Borowskiego, Farna, gen. Władysława Sikorskiego od nr. 31 do końca (nieparzyste), Glinki, Górnicza od nr. 2 do końca (parzyste), Henryka Czamana, Henryka Fryderyka Hoyera, hm. Marcina Strachanowskiego, Ignacego Paderewskiego, Ikara, Izydora Sobeckiego, Jacewska, Jana Jaskólskiego, Jana Kasprowicza, Jana Kilińskiego, Jerzego Wróblewskiego, Józefa Chociszewskiego, Józefa Dankowskiego, Karola Libelta, Karola Marcinkowskiego, Kasztelańska, Kazimierza Burzyńskiego, Klubu Sportowego Cuiavia, Klubu Sportowego Goplania, Klubu Sportowego Noteć, Kościelna, Kręta, Królowej Jadwigi, Krótka, Krucza, Kruszańska, Kruśliwiecka, ks. Bogdana Gordona, ks. Bolesława Jaśkowskiego, ks. Piotra Wawrzyniaka od nr. 2 do końca (parzyste) oraz od nr. 23 do końca (nieparzyste), ks. Romana Zientarskiego, Kurowa, Lotnicza, Łączna, Lucjana Grabskiego, Magazynowa od nr. 1 do 75 (nieparzyste) oraz od nr. 2 do 100 (parzyste), 3 Maja, Mała Andrzeja, Mała Rybnicka, Marii Curie-Skłodowskiej, Metalowców, Młyńska, Najświętszej Marii Panny, Obwodowa, Okrężek, Orłowska, os. Bydgoskie, os. Okrężek, Pakoska, Piotra Bartoszcze, pl. Jana Kasprowicza, pl. Klasztorny, Plebanka, Podgórna, Poprzeczna, Powstańca Kwiatkowskiego, Powstańców Warszawy, Poznańska od nr. 1 do 55 (nieparzyste) oraz od nr. 2 do 46 (parzyste), Prezydenta Gabriela Narutowicza od nr. 1 do 13, Przesmyk, Przy Stadionie, Przypadek, Radosna, Rodu Czaplów, Rogowa, Równinna, rtm. Witolda Pileckiego, Rybnicka, Rynek, Rzemieślnicza, Rzeźnicka, Składowa, Solankowa od nr. 1 do 13 (nieparzyste) oraz od nr. 2 do 10 (parzyste), Stanisława Łuczaka, Stanisława Staszica od nr. 1 do końca (nieparzyste), nr 18 oraz od nr. 38 do 44 (parzyste), Staropoznańska od nr. 1 do 10, Stanisława Szenica, Stare Miasto, Stolarska, Studzienna od nr. 1 do 11, nr. 13 i 15 oraz od nr. 17 do końca, 6 Stycznia, Szczęśliwa, Szeroka, Szklarska, Szkolna, Szosa Bydgoska, Szybowcowa, Szymborska od nr. 1 do 9 (nieparzyste) oraz od nr. 2 do 32 (parzyste), Śniadeckich, Średnia, Świętego Ducha od nr. 1 do końca (nieparzyste), od nr. 2 do 34 (parzyste) oraz od nr. 124 do końca (parzyste), św. Mikołaja, Świętokrzyska od nr. 1 do 19 (nieparzyste) oraz od nr. 2 do 38 (parzyste), Tadeusza Kaźmierskiego, Tadeusza Kościuszki, Tadeusza Śliwaka, Toruńska, Towarowa, Wałowa, Wodna, Zamknięta, Zielona, Zofiówka nr 1, Zygmunta Kurka";"040700";2
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";2;3;5;25;17712;14884;"Inowrocław";"miasto Inowrocław, część-Osiedla: Piastowskie, Solno, Mątwy i Szymborze obejmujące ulice: Adama Znanieckiego, Aleksandra Fredry, Aleksandry Cofty-Broniewskiej, Andrzeja Dybalskiego, Andrzeja od nr. 1 do końca (nieparzyste), Bagienna, Bolesława Brodnickiego, Bolesława Chrobrego, Bolesława Krzywoustego, Bolesława Śmiałego, Brzoskwiniowa, Brzozowa, Budowlana od nr. 1 do 43, Bukowa, Cegielna, Chabrowa, Chemiczna, Cicha od nr. 1 do końca (nieparzyste), Czesława Janczarskiego, Daniela Rakowicza, Dąbrówki, Deszczowa, Długa od nr. 16 do końca (parzyste), Dyngusowa, Edwarda Ponińskiego, Ewy Szelburg-Zarembiny, Fabryczna, Fiołkowa, Franciszka Emmonsa, Franciszka Posadzego, Gdyńska, Górnicza od nr. 1 do końca (nieparzyste), Gronowa, Henryka Górnego, Jagiellońska, Jagodowa, Jana Brzechwy, Jana Karola Maćkowskiego, Jana Marcina Szancera, Jana III Sobieskiego, Janiny Porazińskiej, Jaśminowa, Jesionowa, Józefa Aleksandrowicza, Józefa Kościelskiego, Juliusza Trzcińskiego, Kamienna, Kasztanowa, Kazimierza Jagiellończyka, Kazimierza Kujawskiego, Kazimierza Odnowiciela, Kazimierza Sprawiedliwego, Kazimierza Wielkiego, Kątna, Kolejowa, Konwaliowa, Kornela Makuszyńskiego, ks. Dobromira Ziarniaka, Kujawska, Kwiatowa, Leona Czarlińskiego, Leona Sobierajskiego, Lipowa, Makowa, Malinowa, Mariana Biskupa, Marii Kownackiej, Marulewska, Mątewska, Miechowicka od nr. 42 do końca, Mieszka I, Mikorzyńska, Milenijna, Modrakowa, Morelowa, Mostowa, Niezapominajki, Nizinna, Notecka, Nowa, Objazdowa, Ogrodowa, Orzechowa, Papuszy, Piękna, Pogodna, Pokojowa, Polna, Popowicka, Poznańska od nr. 57 do 61 (nieparzyste), od nr. 185 do końca (nieparzyste) oraz od nr. 202 do końca (parzyste), Przemysłowa, Rąbińska od nr. 206 do końca, Rolna, Różana, Ruciana, Rumiankowa, Rzeczna, Skryta, Słoneczna, Sodowa, Solna, Spokojna, Spółdzielców, Stanisława Przybyszewskiego, Stanisława Sroczyńskiego, Staropoznańska od nr. 11 do końca, Stefana Batorego, Stefana Czarnieckiego, Stefana Knasta, Sylwestra Ranusa, Szymborska od nr. 11 do końca (nieparzyste) oraz od nr. 34 do końca (parzyste), Świętego Ducha od nr. 36 do 122 (parzyste), Tomasza Graczykowskiego, Topolowa, Torowa, Transportowca, Tulipanowa, Unii Europejskiej, Wapienna, Wiejska, Wielkopolska, Wierzbowa, Wiktora Spornego, Wiśniowa, Władysława Hermana, Władysława Jagiełły, Władysława Łokietka, Władysława Stanisława Reymonta, Wrzosowa, Zenona Kopcia";"040700";9
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";3;6;5;40;29362;25486;"Inowrocław";"miasto Inowrocław, część-Osiedle Uzdrowiskowe obejmujące ulice: Adama Asnyka, Adama Mickiewicza, Adama Poszwińskiego, al. Niepodległości, al. Okrężna od nr. 37 do końca (nieparzyste) oraz od nr. 64 do końca (parzyste), al. Powstańców, al. Ratuszowa, al. 800-lecia Inowrocławia, al. Sienkiewicza, Aleje Mikołaja Kopernika, Armii Krajowej, Batkowska, Bluszczowa, bł. Jerzego Popiełuszki, Boczna, Bogdana Snarskiego, Bolesława Leśmiana, Bolesława Prusa, Budowlana od nr. 44 do końca, Chmielna, Cicha od nr. 2 do końca (parzyste), Cypriana Kamila Norwida, Czarna Droga, Czesława Miłosza, Dworcowa od nr. 7 do 41 (nieparzyste), Elizy Orzeszkowej, Emilii Plater, Franciszka Becińskiego, gen. Franciszka Kleeberga, gen. Władysława Sikorskiego od nr. 1 do 29 (nieparzyste) oraz od nr. 2 do końca (parzyste), Genowefy Jaworskiej, Grochowa, Grodzka, Gustawa Zielińskiego, Gwarków, Harcerstwa Polskiego, Henryka Arctowskiego, Ignacego Daszyńskiego, Jakuba Jasińskiego, Jana Kochanowskiego, Jana Molla, Jana z Ludziska, Janusza Kusocińskiego, Jęczmienna, Józefa Ignacego Kraszewskiego, Józefa Krzymińskiego, Józefa Ulatowskiego, Józefa Weyssenhoffa, Juliusza Słowackiego, Justyny Wichlińskiej, Klemensa Janickiego, Konstantego Ildefonsa Gałczyńskiego, ks. Piotra Wawrzyniaka od nr. 1 do 21 (nieparzyste), ks. Władysława Demskiego, Leona Czaplickiego, Lniana, Ludwika Błażka, Łubinowa, Macieja Wierzbińskiego, Magazynowa od nr. 77 do końca (nieparzyste) oraz od nr. 102 do końca (parzyste), Maksymiliana Gruszczyńskiego, Marcelego Kujawy-Połczyńskiego, Marii Konopnickiej, Marszałka Józefa Piłsudskiego, Miechowicka od nr. 1 do 41, Mikołaja Reja, Niemojewskich, Oliwkowa, Orląt Lwowskich, Pawła Cymsa, pl. Bad Oeynhausen, płk. Witolda Roszkowskiego, Polskich Saperów, Poznańska od nr. 48 do 200 (parzyste) oraz od nr. 63 do 183 (nieparzyste), ppłk. Józefa Owczarskiego, Prezydenta Apolinarego Jankowskiego, Prezydenta Gabriela Narutowicza od nr. 14 do końca, Prymasa Józefa Glempa, Przy Stawku, Pszeniczna, 59 Pułku Piechoty, Rąbińska od nr. 1 do 205, Romana Dmowskiego, Rzepakowa, Słonecznikowa, Solankowa od nr. 12 do końca (parzyste) oraz od nr. 15 do końca (nieparzyste), Stanisława Kiełbasiewicza, Stanisława Staszica od nr. 2 do 16 (parzyste), od nr. 20 do 36 (parzyste) oraz od nr. 46 do końca (parzyste), Stanisława Wachowiaka, Stanisława Waszaka, Stanisława Wyspiańskiego, Stefana Żeromskiego, Studzienna od nr. 12 do 16 (parzyste), Szarych Szeregów, Szparagowa, Świętokrzyska od nr. 21 do końca (nieparzyste) oraz od nr. 40 do końca (parzyste), Tadeusza Boya-Żeleńskiego, Tadeusza Chęsego, Ustronie, Warsztatowa, Witolda Kocikowskiego, Władysława Broniewskiego, Wojska Polskiego, Wspólna, Zapadłe, Zenona Kosidowskiego, Zielna, Zofiówka od nr. 2 do końca, Zygmunta Wilkońskiego, Żytnia";"040700";3
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";4;3;5;25;17389;14296;"Inowrocław";"gmina Kruszwica";"040700";0
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";5;4;5;30;21410;17426;"Inowrocław";"gminy: Janikowo, Pakość";"040700";1
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";6;4;5;29;22640;18204;"Inowrocław";"gminy: Gniewkowo, Dąbrowa Biskupia, Rojewo";"040700";1
"kujawsko-pomorskie";"inowrocławski";"Rada Powiatu Inowrocławskiego";7;4;5;30;20386;16401;"Inowrocław";"gminy: Inowrocław, Złotniki Kujawskie";"040700";0
"kujawsko-pomorskie";"lipnowski";"Rada Powiatu w Lipnie";1;4;3;18;12799;10560;"Lipno";"Miasto Lipno";"040800";11
"kujawsko-pomorskie";"lipnowski";"Rada Powiatu w Lipnie";2;4;4;20;14484;11446;"Lipno";"Gmina Lipno, Gmina Bobrowniki";"040800";1
"kujawsko-pomorskie";"lipnowski";"Rada Powiatu w Lipnie";3;4;4;20;13771;10946;"Lipno";"Gmina Wielgie, Miasto i Gmina Dobrzyń n. Wisłą";"040800";0
"kujawsko-pomorskie";"lipnowski";"Rada Powiatu w Lipnie";4;4;4;22;11791;9394;"Lipno";"Miasto i Gmina Skępe, Gmina Tłuchowo";"040800";0
"kujawsko-pomorskie";"lipnowski";"Rada Powiatu w Lipnie";5;3;3;15;9593;7692;"Lipno";"Gmina Chrostkowo, Gmina Kikół";"040800";0
"kujawsko-pomorskie";"mogileński";"Rada Powiatu Mogileńskiego";1;9;5;55;23498;19137;"Mogilno";"gmina MOGILNO";"040900";1
"kujawsko-pomorskie";"mogileński";"Rada Powiatu Mogileńskiego";2;4;5;29;9018;7204;"Mogilno";"gminy: DĄBROWA, JEZIORA WIELKIE";"040900";2
"kujawsko-pomorskie";"mogileński";"Rada Powiatu Mogileńskiego";3;4;5;27;10985;8926;"Mogilno";"gmina STRZELNO";"040900";1
"kujawsko-pomorskie";"nakielski";"Rada Powiatu Nakielskiego";1;7;5;38;28552;23329;"Nakło nad Notecią";"gmina Nakło Nad Notecią";"041000";1
"kujawsko-pomorskie";"nakielski";"Rada Powiatu Nakielskiego";2;4;4;22;12220;9851;"Nakło nad Notecią";"gmina Kcynia";"041000";0
"kujawsko-pomorskie";"nakielski";"Rada Powiatu Nakielskiego";3;4;4;22;15719;12376;"Nakło nad Notecią";"gminy: Mrocza, Sadki";"041000";4
"kujawsko-pomorskie";"nakielski";"Rada Powiatu Nakielskiego";4;6;4;31;23940;18892;"Nakło nad Notecią";"gmina Szubin";"041000";0
"kujawsko-pomorskie";"radziejowski";"Rada Powiatu w Radziejowie";1;4;4;24;9285;7761;"Radziejów";"Miasto Radziejów, Gmina Radziejów";"041100";0
"kujawsko-pomorskie";"radziejowski";"Rada Powiatu w Radziejowie";2;3;4;20;8027;6569;"Radziejów";"Gmina Bytoń, Gmina Topólka";"041100";0
"kujawsko-pomorskie";"radziejowski";"Rada Powiatu w Radziejowie";3;5;4;27;12255;10073;"Radziejów";"Gmina Osięciny, Gmina Dobre";"041100";0
"kujawsko-pomorskie";"radziejowski";"Rada Powiatu w Radziejowie";4;3;4;20;8855;7238;"Radziejów";"Miasto i Gmina Piotrków Kujawski";"041100";4
"kujawsko-pomorskie";"rypiński";"Rada Powiatu w Rypinie";1;6;6;46;14743;12128;"Rypin";"Miasto Rypin";"041200";1
"kujawsko-pomorskie";"rypiński";"Rada Powiatu w Rypinie";2;3;6;29;7423;5851;"Rypin";"Gmina Rypin";"041200";0
"kujawsko-pomorskie";"rypiński";"Rada Powiatu w Rypinie";3;4;6;34;9005;7247;"Rypin";"Gmina Brzuze, Gmina Wąpielsk";"041200";0
"kujawsko-pomorskie";"rypiński";"Rada Powiatu w Rypinie";4;4;6;33;10239;8266;"Rypin";"Gmina Rogowo, Gmina Skrwilno";"041200";0
"kujawsko-pomorskie";"sępoleński";"Rada Powiatu Sępoleńskiego";1;6;6;48;14934;11971;"Sępólno Krajeńskie";"gmina Sępólno Krajeńskie";"041300";0
"kujawsko-pomorskie";"sępoleński";"Rada Powiatu Sępoleńskiego";2;5;6;42;12430;9911;"Sępólno Krajeńskie";"gmina Więcbork";"041300";1
"kujawsko-pomorskie";"sępoleński";"Rada Powiatu Sępoleńskiego";3;4;6;36;11262;8790;"Sępólno Krajeńskie";"gminy: Kamień Krajeński, Sośno";"041300";0
"kujawsko-pomorskie";"świecki";"Rada Powiatu Świeckiego";1;7;4;36;29976;24577;"Świecie";"gmina ŚWIECIE";"041400";5
"kujawsko-pomorskie";"świecki";"Rada Powiatu Świeckiego";2;5;4;28;21905;17669;"Świecie";"gminy: DRAGACZ, NOWE, WARLUBIE";"041400";0
"kujawsko-pomorskie";"świecki";"Rada Powiatu Świeckiego";3;5;5;31;21905;17225;"Świecie";"gminy: DRZYCIM, LNIANO, OSIE, JEŻEWO";"041400";2
"kujawsko-pomorskie";"świecki";"Rada Powiatu Świeckiego";4;4;4;21;17434;13765;"Świecie";"gminy: BUKOWIEC, PRUSZCZ, ŚWIEKATOWO";"041400";12
"kujawsko-pomorskie";"toruński";"Rada Powiatu Toruńskiego";1;3;5;25;12626;10291;"Toruń";"Miasto Chełmża";"041500";0
"kujawsko-pomorskie";"toruński";"Rada Powiatu Toruńskiego";2;4;4;24;19792;15625;"Toruń";"Chełmża gmina, Łysomice";"041500";0
"kujawsko-pomorskie";"toruński";"Rada Powiatu Toruńskiego";3;6;5;40;28105;21422;"Toruń";"Czernikowo, Obrowo";"041500";5
"kujawsko-pomorskie";"toruński";"Rada Powiatu Toruńskiego";4;5;5;33;25062;19667;"Toruń";"Lubicz, Wielka Nieszawka";"041500";1
"kujawsko-pomorskie";"toruński";"Rada Powiatu Toruńskiego";5;5;5;35;22974;17595;"Toruń";"Łubianka, Zławieś Wielka";"041500";1
"kujawsko-pomorskie";"tucholski";"Rada Powiatu Tucholskiego";1;7;6;54;18566;14984;"Tuchola";"gmina TUCHOLA";"041600";3
"kujawsko-pomorskie";"tucholski";"Rada Powiatu Tucholskiego";2;3;6;28;9451;7393;"Tuchola";"gminy: GOSTYCYN, KĘSOWO";"041600";0
"kujawsko-pomorskie";"tucholski";"Rada Powiatu Tucholskiego";3;7;5;45;18405;14389;"Tuchola";"gminy: CEKCYN, LUBIEWO, ŚLIWICE";"041600";0
"kujawsko-pomorskie";"wąbrzeski";"Rada Powiatu w Wąbrzeźnie";1;6;4;32;11733;9748;"Wąbrzeźno";"Wąbrzeźno miasto";"041700";0
"kujawsko-pomorskie";"wąbrzeski";"Rada Powiatu w Wąbrzeźnie";2;3;5;25;7029;5558;"Wąbrzeźno";"Dębowa Łąka, Książki";"041700";0
"kujawsko-pomorskie";"wąbrzeski";"Rada Powiatu w Wąbrzeźnie";3;6;5;35;12870;10197;"Wąbrzeźno";"Płużnica, Ryńsk";"041700";1
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";1;4;4;24;15217;12451;"Włocławek";"Gmina Brześć Kujawski, Gmina Lubanie";"041800";0
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";2;4;4;23;17416;13921;"Włocławek";"Gmina Fabianki, Gmina Włocławek";"041800";0
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";3;3;4;19;10508;8633;"Włocławek";"Gmina Miasto Kowal, Gmina Kowal, Gmina Baruchowo";"041800";0
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";4;3;3;15;10929;8860;"Włocławek";"Gmina Choceń, Gmina Boniewo";"041800";0
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";5;3;3;15;12436;10243;"Włocławek";"Miasto i Gmina Chodecz, Gmina Lubień Kujawski";"041800";2
"kujawsko-pomorskie";"włocławski";"Rada Powiatu we Włocławku";6;4;4;24;16296;13262;"Włocławek";"Gmina Lubraniec, Gmina Izbica Kujawska";"041800";2
"kujawsko-pomorskie";"żniński";"Rada Powiatu Żnińskiego";1;6;6;48;22665;18454;"Żnin";"gmina Żnin";"041900";2
"kujawsko-pomorskie";"żniński";"Rada Powiatu Żnińskiego";2;4;6;34;13453;10952;"Żnin";"gmina Barcin";"041900";3
"kujawsko-pomorskie";"żniński";"Rada Powiatu Żnińskiego";3;6;5;40;20136;16078;"Żnin";"gminy: Gąsawa, Janowiec Wielkopolski, Rogowo";"041900";1
"kujawsko-pomorskie";"żniński";"Rada Powiatu Żnińskiego";4;3;5;25;10187;8076;"Żnin";"gmina Łabiszyn";"041900";0
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";1;3;3;14;13124;10535;"Biała Podlaska";"gm. Janów Podlaski, gm. Konstantynów, gm. Leśna Podlaska";"060100";0
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";2;5;3;21;21980;17958;"Biała Podlaska";"gm. Kodeń, gm. Rokitno, gm. Terespol, m. Terespol, gm. Zalesie";"060100";5
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";3;3;3;13;12184;9972;"Biała Podlaska";"gm. Sławatycze, gm. Sosnówka, gm. Tuczna, gm. Wisznice";"060100";1
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";4;3;3;15;13843;11265;"Biała Podlaska";"gm. Łomazy, gm. Piszczac, gm. Rossosz";"060100";0
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";5;3;2;10;15549;12273;"Biała Podlaska";"gm. Drelów, gm. Międzyrzec Podlaski";"060100";3
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";6;3;3;15;15691;12825;"Biała Podlaska";"m. Międzyrzec Podlaski";"060100";3
"lubelskie";"bialski";"Rada Powiatu w Białej Podlaskiej";7;3;4;20;15093;11817;"Biała Podlaska";"gm. Biała Podlaska";"060100";0
"lubelskie";"biłgorajski";"Rada Powiatu w Biłgoraju";1;5;5;33;24867;20771;"Biłgoraj";"Miasto Biłgoraj";"060200";0
"lubelskie";"biłgorajski";"Rada Powiatu w Biłgoraju";2;4;5;29;16585;13169;"Biłgoraj";"Gmina Aleksandrów, Gmina Biłgoraj";"060200";1
"lubelskie";"biłgorajski";"Rada Powiatu w Biłgoraju";3;4;5;30;18556;15231;"Biłgoraj";"Gmina Józefów, Gmina Łukowa, Gmina Obsza, Gmina Tereszpol";"060200";0
"lubelskie";"biłgorajski";"Rada Powiatu w Biłgoraju";4;5;5;32;22052;18006;"Biłgoraj";"Gmina Biszcza, Gmina Księżpol, Gmina Potok Górny, Gmina Tarnogród";"060200";2
"lubelskie";"biłgorajski";"Rada Powiatu w Biłgoraju";5;3;5;25;15521;12950;"Biłgoraj";"Gmina Frampol, Gmina Goraj, Gmina Turobin";"060200";0
"lubelskie";"chełmski";"Rada Powiatu w Chełmie";1;5;4;28;20457;16726;"Chełm";"Miasto Rejowiec Fabryczny, Gmina Rejowiec Fabryczny, Gmina Rejowiec, Gmina Siedliszcze";"060300";21
"lubelskie";"chełmski";"Rada Powiatu w Chełmie";2;4;4;24;15032;11857;"Chełm";"Gmina Chełm";"060300";0
"lubelskie";"chełmski";"Rada Powiatu w Chełmie";3;3;4;20;12409;10052;"Chełm";"Gmina Dorohusk, Gmina Dubienka, Gmina Kamień";"060300";33
